,Unnamed: 0,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
3249,3249,CSS1112301090184104199,26,26,25,43,69,26,8,3,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,3,6,4,3,4,35,27,72,70,3
3250,3250,CSS1112301040104138020,49,41,33,36,40,15,6,4,3,2,1,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,4,3,3,35,29,63,76,5
3251,3251,CSS1112291520354119881,21,19,19,31,50,25,13,9,6,19,18,0,0,0,1,2,1,1,0,0,0,0,1,1,2,4,8,7,5,8,54,42,79,15,5
3252,3252,CSS1112291520334118638,28,28,26,43,66,26,9,2,1,1,0,0,0,0,1,2,1,1,0,0,1,0,1,1,2,3,6,5,4,7,39,28,68,64,1
3253,3253,CSS1112291460404116264,73,57,37,36,20,3,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,5,5,4,6,36,28,65,71,5
3254,3254,CSS1112291430434117574,25,25,24,44,74,28,6,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,2,6,5,4,7,36,31,60,73,1
3255,3255,CSS1112291400464106575,24,21,18,29,48,34,32,19,3,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,5,4,4,7,36,30,65,70,2
3256,3256,CSS1112291380484132004,24,24,23,41,75,33,8,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,2,2,5,4,4,6,36,30,65,72,0
3257,3257,CSS1112291320514129026,43,38,32,44,49,16,5,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,5,3,7,39,31,67,64,5
3258,3258,CSS1112291260584131842,46,39,30,42,57,10,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,2,3,6,5,3,5,37,29,63,73,5
3260,3260,CSS1112291120514141825,19,19,18,34,68,45,20,4,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,3,9,32,29,64,74,0
3261,3261,CSS1112290040664120037,42,39,34,49,45,12,4,2,2,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,6,5,4,7,38,30,61,71,5
3262,3262,CSS1112281400444128867,41,31,23,37,49,21,12,6,3,6,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,5,5,4,8,37,32,73,60,5
3264,3264,CSS1112280090094129502,60,54,42,45,19,2,1,0,0,1,7,0,0,0,1,2,1,1,0,0,1,1,1,2,3,4,7,3,1,1,34,27,70,73,2
3265,3265,CSS1112280090084117291,59,50,38,41,33,4,3,1,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,4,7,3,1,1,34,28,68,73,5
3266,3266,CSS1112280010534124058,43,38,33,46,45,14,7,3,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,5,4,5,36,25,69,71,5
3267,3267,CSS1112271181144146614,25,24,23,41,62,21,8,4,4,17,1,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,4,3,4,11,34,28,61,76,2
3268,3268,CSS1112271010584136372,48,43,35,44,38,13,6,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,4,3,5,36,29,65,72,5
3269,3269,CSS1112270090124101221,48,43,33,48,42,7,2,4,3,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,4,7,3,2,1,34,26,69,74,5
3270,3270,CSS1112270040264130157,55,46,33,34,32,17,7,6,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,4,3,3,34,26,73,71,5
3271,3271,CSS1112251400344119989,39,35,29,44,55,16,8,2,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,5,4,3,7,35,31,66,69,5
3272,3272,CSS1112251320174117100,24,22,21,36,56,22,8,5,8,28,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,5,3,5,32,25,68,76,2
3273,3273,CSS1112251320154107302,37,33,30,46,52,21,7,2,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,5,34,25,69,75,5
3274,3274,CSS1112251290214173345,27,24,21,35,50,23,15,15,13,7,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,6,4,3,7,35,28,61,76,2
3275,3275,CSS1112251180524135291,42,39,34,50,44,11,7,2,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,3,5,4,3,7,34,29,63,75,5
3276,3276,CSS1112251150734136050,26,25,24,42,67,30,11,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,5,3,4,36,27,66,73,5
3277,3277,CSS1112251090074105873,23,22,21,38,74,37,11,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,4,3,5,36,31,68,69,0
3278,3278,CSS1112250011254116827,34,31,26,40,63,25,8,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,5,4,4,9,35,26,68,71,0
3279,3279,CSS1112241180034118508,29,27,25,46,65,21,8,4,2,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,6,4,3,4,34,25,68,75,3
3280,3280,CSS1112241150694114923,16,15,14,26,54,42,33,21,6,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,4,35,28,69,71,0
3281,3281,CSS1112241090224127804,35,33,29,47,63,17,4,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,5,3,4,35,25,71,72,0
3282,3282,CSS1112241070214144460,48,42,33,46,46,9,2,2,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,6,4,3,4,36,27,71,71,3
3283,3283,CSS1112241010694129423,41,37,33,46,46,14,9,2,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,7,5,4,5,42,36,69,51,5
3284,3284,CSS1112171180214124889,39,37,33,49,46,12,6,4,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,5,4,3,8,37,28,72,64,2
3285,3285,CSS1112161230394126529,29,28,25,40,57,26,15,8,2,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,5,4,3,7,34,27,59,80,1
3286,3286,CSS1112011320244178658,35,25,25,47,37,11,25,20,4,0,0,0,0,0,2,6,4,1,0,0,0,0,0,0,1,6,3,3,3,3,41,37,69,51,5
3289,3289,CSS1111301090274136153,23,23,22,40,74,36,10,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,5,4,3,5,38,31,82,52,0
3290,3290,CSS1111301040484136988,41,34,29,43,54,16,8,5,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2,3,6,4,3,5,35,27,66,73,5
3291,3291,CSS1111300260014103252,69,54,36,26,26,17,1,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,2,5,4,7,1,0,0,40,37,86,39,5
3292,3292,CSS1111300070314154439,58,47,36,52,27,4,4,1,1,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,4,4,8,5,3,1,34,23,70,71,3
3293,3293,CSS1111300010444152229,25,22,19,33,51,22,11,5,7,35,0,0,0,0,1,2,1,1,1,0,0,0,1,2,4,4,7,5,3,3,29,25,57,85,2
3294,3294,CSS1111291231164135344,24,23,22,40,70,32,9,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,3,4,8,35,31,66,69,5
3296,3296,CSS1111281380784154913,31,30,27,42,59,23,9,2,0,1,8,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,5,2,3,13,31,27,52,82,2
3297,3297,CSS1111281210664105894,45,39,33,45,43,10,6,5,3,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,5,3,4,35,28,67,72,2
3298,3298,CSS1111281180604107692,28,27,24,41,67,30,10,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,6,35,29,68,71,0
3299,3299,CSS1111281150614125119,21,20,19,33,60,40,20,10,4,2,1,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,4,3,5,36,30,70,67,5
3300,3300,CSS1111281120704127010,46,40,33,45,44,15,4,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,4,36,28,67,72,5
3301,3301,CSS1111281010144134599,29,27,24,37,65,37,7,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,4,7,4,2,2,34,28,65,76,0
3302,3302,CSS1111280151174112104,50,42,33,39,37,8,10,4,5,2,0,0,0,0,1,2,1,1,0,0,1,1,1,1,3,4,6,4,2,4,35,29,61,75,2
3304,3304,CSS1111280070274158322,55,45,32,38,33,12,7,6,1,3,0,0,0,0,1,2,2,1,0,0,0,0,1,2,3,4,7,5,4,2,44,35,89,32,5
3306,3306,CSS1111271320174145528,17,16,15,24,39,21,24,35,28,11,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,5,3,5,32,25,68,76,2
3307,3307,CSS1111271180094145781,18,17,17,31,61,44,26,11,3,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,5,37,25,65,75,0
3308,3308,CSS1111271120024141105,43,39,33,44,42,11,7,5,2,3,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,5,4,3,5,33,28,65,76,5
3309,3309,CSS1111271070034113062,45,39,32,45,47,13,5,2,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,3,5,4,3,6,34,27,66,75,5
3310,3310,CSS1111241660174140627,13,13,12,22,44,31,23,22,18,31,1,0,0,0,1,2,2,1,0,0,0,1,1,1,3,3,7,6,4,9,44,35,68,48,2
3311,3311,CSS1111241070264146997,49,42,34,43,34,9,6,5,7,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,8,5,4,5,39,24,55,79,5
3312,3312,CSS1111231290234184573,30,27,25,43,64,19,7,4,2,10,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,6,5,4,7,36,30,59,74,2
3314,3314,CSS1111231210464117038,41,38,33,47,44,11,6,6,3,2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,2,5,4,3,8,36,29,61,76,5
3316,3316,CSS1111221120534115711,23,22,21,38,67,36,15,5,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,3,5,5,4,10,36,31,64,66,1
3317,3317,CSS1111221070164127486,45,39,33,46,51,10,4,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3,3,6,4,3,3,35,27,70,72,5
3318,3318,CSS1111221040604112067,46,42,34,44,40,14,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,5,4,9,46,37,71,42,5
3319,3319,CSS1111221040194145937,17,17,16,29,55,38,27,20,10,3,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,4,7,4,3,3,33,24,72,73,2
3321,3321,CSS1111191120034144818,25,23,22,40,66,30,12,7,3,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,6,4,3,5,34,28,65,76,5
3322,3322,CSS1111181490664163515,33,31,28,44,56,21,9,6,2,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,3,3,5,2,2,16,37,31,56,70,5
3324,3324,CSS1111181380124132585,14,13,13,23,47,37,28,15,7,28,4,0,0,0,1,2,1,1,1,1,0,1,1,2,4,4,8,5,3,3,32,23,53,88,2
3325,3325,CSS1111181230384140281,32,30,26,44,64,23,7,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,5,4,3,8,36,24,63,76,5
3326,3326,CSS1111181180104130016,27,24,22,39,71,33,8,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,5,37,26,67,72,1
3327,3327,CSS1111181150284160207,24,23,20,31,46,40,23,9,8,4,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,2,6,5,3,4,35,27,68,72,2
3328,3328,CSS1111181120284107174,28,26,23,42,55,17,9,11,13,6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,6,4,3,5,35,26,70,72,2
3330,3330,CSS1111181070424172387,38,30,21,32,57,36,10,4,1,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,3,4,7,4,4,4,35,28,60,73,5
3331,3331,CSS1111171350514136075,18,17,15,24,48,39,37,23,5,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,6,4,3,4,36,30,65,72,1
3332,3332,CSS1111170120064131084,79,45,20,11,12,1,3,12,40,7,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,3,7,3,2,1,36,26,71,70,5
3334,3334,CSS1111170090054116957,63,51,35,37,37,4,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,7,3,2,1,35,28,73,67,5
3335,3335,CSS1111170010084134941,45,39,32,43,53,11,2,2,2,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,8,4,3,1,46,38,78,40,5
3336,3336,CSS1111161120264111887,30,28,25,39,48,13,11,15,13,8,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,3,5,4,3,5,35,27,70,71,2
3337,3337,CSS1111161070254130896,40,37,33,50,53,10,2,3,2,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,3,3,6,5,3,5,36,25,72,68,2
3339,3339,CSS1111160010064104203,48,39,32,38,44,16,7,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,5,4,2,2,33,29,62,79,5
3342,3342,CSS1111031400964117601,66,53,35,33,22,3,8,4,1,5,1,0,0,0,1,2,2,1,1,0,0,1,1,1,3,3,7,4,2,8,36,24,46,88,3
3343,3343,CSS1111031400324158535,27,26,23,37,57,22,8,5,3,21,2,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,5,4,3,7,34,29,69,70,2
3344,3344,CSS1111031350994156252,19,21,16,22,63,27,13,5,2,42,1,0,0,0,3,8,6,2,0,0,0,0,0,0,0,1,2,1,1,0,22,29,79,70,5
3346,3346,CSS1111030090134103780,48,41,35,45,38,13,7,1,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,4,7,3,2,1,35,27,67,76,5
3347,3347,CSS1111030010194136402,47,41,31,41,50,12,3,2,1,2,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,6,4,3,2,32,29,69,74,5
3348,3348,CSS1111030010164113022,29,26,22,36,73,37,5,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,3,4,7,4,2,2,33,30,72,69,0
3350,3350,CSS1111020260074117684,31,18,19,36,74,41,8,1,1,0,0,0,0,0,2,5,4,1,0,0,0,0,0,3,7,4,7,5,0,0,38,34,89,34,2
3351,3351,CSS1111020260014102295,67,56,35,27,27,15,1,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,2,6,6,9,1,0,0,44,35,87,28,5
3352,3352,CSS1111020230294162846,53,42,31,36,38,12,14,3,0,0,0,0,0,0,2,4,4,1,0,0,0,0,0,1,5,6,6,5,1,1,22,24,71,78,7
3354,3354,CSS1111011351054108718,34,31,28,46,60,18,5,2,1,5,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,5,4,3,7,34,27,54,85,2
3355,3355,CSS1111011291114153567,24,24,23,40,68,33,13,4,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,5,4,4,8,35,34,67,63,2
3356,3356,CSS1111010210254112004,59,47,33,45,34,9,1,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,1,2,3,4,8,4,2,1,36,30,76,61,5
3359,3359,CSS1110310180154126160,66,52,37,32,24,13,5,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1,4,3,9,4,1,1,38,23,65,76,5
3360,3360,CSS1110301180524111833,41,37,33,49,43,14,8,3,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,5,4,3,7,35,29,63,74,5
3361,3361,CSS1110301150434131503,47,40,32,37,27,9,4,2,5,27,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,6,4,9,47,39,79,32,2
3362,3362,CSS1110301090144110100,45,39,34,44,43,12,7,5,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,2,3,4,8,6,4,6,52,40,80,23,5
3363,3363,CSS1110300150114120497,38,36,32,50,54,11,5,2,2,1,0,0,0,0,1,2,2,1,1,0,0,1,1,1,3,3,7,3,2,1,32,27,69,75,3
3364,3364,CSS1110300070154106463,55,43,29,36,35,12,10,9,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2,1,3,3,7,3,2,1,35,25,72,72,5
3365,3365,CSS1110281630424126946,18,16,16,31,66,44,25,10,3,1,0,0,0,0,1,2,2,1,0,0,0,1,1,1,3,3,9,5,3,6,35,40,72,47,1
3366,3366,CSS1110281380464122093,28,27,26,45,69,24,7,2,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,5,4,4,8,36,30,65,71,5
3367,3367,CSS1110281210094139926,48,41,33,45,46,10,4,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,6,4,3,4,34,27,66,75,5
3368,3368,CSS1110280011254102820,50,46,39,52,33,5,3,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,5,4,4,9,35,26,68,71,5
3370,3370,CSS1110271260474102152,42,37,29,44,47,18,7,3,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,5,4,3,7,36,27,63,76,1
3371,3371,CSS1110271210414133893,28,25,23,41,65,30,13,4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,5,4,4,10,34,27,62,76,2
3372,3372,CSS1110270070124134909,51,45,35,43,36,14,4,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,7,4,2,1,33,27,72,72,5
3373,3373,CSS1110261350144140084,35,33,29,46,51,18,11,5,1,2,1,0,0,0,1,1,1,1,1,0,1,1,1,2,3,4,7,5,3,4,31,24,61,83,5
3374,3374,CSS1110241430314158229,83,61,35,27,14,3,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,5,5,4,8,41,35,77,46,3
3376,3376,CSS1110241350454133658,48,41,31,37,39,15,11,6,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,4,3,7,35,29,64,75,5
3377,3377,CSS1110241350454116949,48,42,32,40,43,13,6,1,1,3,2,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,5,4,3,7,35,29,63,76,5
3378,3378,CSS1110241350124145757,28,25,22,36,57,20,8,6,2,17,10,0,0,0,1,1,1,1,1,0,1,1,1,2,3,4,7,5,3,4,36,22,49,90,2
3379,3379,CSS1110241071164105629,23,21,19,32,51,34,25,9,6,10,1,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,4,3,3,12,34,28,64,74,2
3380,3380,CSS1110241071134162729,38,36,32,48,48,15,8,4,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,12,33,27,64,75,5
3381,3381,CSS1110231380744134000,44,38,33,46,47,12,4,4,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,5,3,3,10,32,27,58,80,5
3383,3383,CSS1110231321034126384,30,27,25,39,64,27,12,5,1,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,3,3,6,4,4,8,37,28,53,71,1
3384,3384,CSS1110231150294110535,31,27,23,45,61,20,6,6,5,7,0,0,0,0,1,2,1,1,0,0,0,1,1,1,3,2,5,5,2,2,37,28,72,67,2
3385,3385,CSS1110230121074196339,40,34,29,40,26,13,7,12,22,6,0,0,0,0,1,3,2,1,0,0,0,0,1,1,4,4,4,2,3,17,30,24,39,93,5
3386,3386,CSS1110230090074112399,34,30,27,38,66,28,5,1,1,0,0,0,0,0,1,2,1,1,0,1,0,1,1,2,3,3,7,4,2,1,32,29,70,70,0
3387,3387,CSS1110221290484112027,38,35,31,47,54,15,5,2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,3,7,36,29,66,73,5
3388,3388,CSS1110221210884105604,29,28,26,42,60,21,9,8,4,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,5,3,3,13,32,28,55,79,2
3389,3389,CSS1110221071114172099,31,29,27,48,64,15,5,3,5,2,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,2,4,3,3,10,30,26,63,78,2
3390,3390,CSS1110211570544121270,33,29,27,45,58,11,4,5,8,9,0,0,0,0,1,2,1,1,0,0,0,0,1,2,2,4,6,3,4,18,35,37,68,50,2
3391,3391,CSS1110211550594121474,35,31,26,41,41,12,12,13,7,8,3,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,4,2,4,19,37,32,57,61,2
3392,3392,CSS1110211550594103326,17,17,15,29,54,41,29,13,6,8,1,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,4,2,4,19,38,32,58,60,1
3393,3393,CSS1110211321074152444,25,23,21,36,60,42,17,4,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,5,3,4,9,33,28,59,79,2
3394,3394,CSS1110211151144101343,30,28,26,41,55,19,5,5,10,11,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,4,3,3,12,33,26,59,79,2
3396,3396,CSS1110201211154112050,53,43,32,45,39,5,5,3,4,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,4,4,4,11,37,29,62,71,5
3397,3397,CSS1110201090264162525,38,35,30,45,54,14,7,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,6,4,3,5,35,25,72,70,2
3398,3398,CSS1110200260114134799,51,40,37,35,34,24,7,0,0,0,0,0,0,0,2,5,5,1,2,0,0,0,0,4,4,4,8,0,0,0,40,24,95,38,5
3400,3400,CSS1110191350734141576,32,27,21,29,37,22,23,19,4,11,5,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,5,3,3,7,32,30,62,75,2
3401,3401,CSS1110190210074126561,27,26,23,41,70,25,5,3,5,4,0,0,0,0,1,2,2,1,0,1,0,1,1,1,4,5,9,3,2,0,31,30,75,62,2
3402,3402,CSS1110190180154119758,65,51,37,33,25,13,5,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1,4,3,9,4,1,1,38,23,65,76,5
3403,3403,CSS1110190180054134516,39,33,29,47,56,20,4,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,3,4,8,3,2,1,36,24,68,74,7
3404,3404,CSS1110190151224118079,23,23,22,39,63,25,13,10,7,4,0,0,0,0,1,2,2,1,0,0,0,1,2,2,4,4,7,3,0,0,34,27,66,75,2
3405,3405,CSS1110181430644248816,28,24,21,35,61,32,12,7,6,3,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,4,3,4,34,30,68,69,5
3408,3408,CSS1110181290134107909,28,27,24,41,61,23,14,9,2,1,0,0,0,0,1,1,1,1,1,0,1,1,1,2,2,3,6,4,3,4,34,26,67,75,1
3409,3409,CSS1110180090124117413,33,31,30,49,63,17,5,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,4,7,3,2,1,34,26,69,75,7
3410,3410,CSS1110171150094126930,44,40,33,46,51,9,4,2,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,4,5,37,29,60,76,5
3411,3411,CSS1110171090534127312,36,29,20,21,37,38,38,7,3,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,5,4,3,9,34,29,62,75,1
3412,3412,CSS1110170041194139877,41,37,32,47,47,11,8,3,3,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,4,3,4,9,35,27,61,77,5
3413,3413,CSS1110170040194113879,45,39,29,41,45,19,8,1,1,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,6,4,2,2,31,29,70,74,5
3414,3414,CSS1110161180084108543,47,42,34,47,43,7,3,3,3,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,5,37,27,61,77,5
3418,3418,CSS1110061320094139400,30,30,28,46,59,15,5,6,7,3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,3,34,27,59,82,2
3419,3419,CSS1110061260014124074,28,27,24,42,65,28,6,3,1,4,3,0,0,0,1,1,1,1,0,1,0,0,1,1,3,3,5,3,3,6,33,28,68,73,0
3420,3420,CSS1110041261074109922,41,35,28,33,34,19,15,9,11,5,0,0,0,0,1,2,2,1,0,1,0,0,2,1,3,3,5,3,3,12,34,28,63,58,2
3421,3421,CSS1110041231084160493,35,32,27,35,32,6,3,7,10,41,4,0,0,0,1,2,1,1,0,1,0,0,1,1,2,2,4,3,2,11,28,25,63,76,2
3422,3422,CSS1110031010314155163,35,33,28,43,46,16,11,4,2,12,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,3,34,29,72,69,2
3423,3423,CSS1110031010314135324,34,30,27,42,50,15,3,1,2,23,3,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,5,3,3,35,24,70,74,2
3427,3427,CSS1110010040124112111,57,48,37,39,34,10,3,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,7,4,2,1,32,29,72,70,5
3428,3428,CSS1109301460284140459,33,31,28,47,62,16,4,2,1,5,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,5,4,3,6,38,31,75,59,5
3429,3429,CSS1109301400304127819,35,32,28,44,65,17,5,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,5,4,4,6,35,29,65,74,5
3430,3430,CSS1109301180114106824,25,24,23,40,66,34,13,2,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,6,5,3,5,36,26,68,71,0
3431,3431,CSS1109301041154116618,44,39,32,44,48,13,7,3,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,4,3,3,12,35,27,60,77,5
3433,3433,CSS1109300011114151150,30,27,25,40,58,19,5,3,4,17,2,0,0,0,1,2,1,1,0,0,0,1,1,1,2,2,4,2,4,10,36,28,63,69,2
3434,3434,CSS1109291260164132993,44,40,34,48,48,11,3,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,6,4,3,5,36,26,70,71,5
3436,3436,CSS1109291090214135845,48,43,34,41,31,14,14,4,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,4,3,3,35,28,73,68,3
3437,3437,CSS1109290091254140479,48,43,33,47,44,10,2,2,1,0,0,0,0,0,1,2,1,1,0,1,0,1,1,2,4,3,7,4,2,2,32,28,66,75,3
3438,3438,CSS1109281090184132785,37,36,33,52,56,10,2,1,1,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,6,4,3,4,35,27,73,68,5
3439,3439,CSS1109261070014122864,51,43,34,44,45,8,3,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,6,4,4,5,34,27,67,75,5
3440,3440,CSS1109260070234114098,66,55,39,39,18,2,2,4,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,3,4,7,4,3,2,36,29,67,72,3
3441,3441,CSS1109260040234128189,22,19,19,30,58,51,19,8,4,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,6,4,3,3,33,28,69,72,1
3443,3443,CSS1109241350074121359,31,28,23,33,42,9,3,2,9,52,1,0,0,0,1,1,1,1,1,0,0,1,1,1,3,4,6,4,3,4,34,28,56,84,5
