,ID,RA (J2000),Dec (J2000),UT Date,Mag,images,SDSS,Others,Followed,Last,LC,FC,Classification,SubClassification,Survey,tag
67,CSS160927:035110+152856,57.789919999999995,15.48219,20160927.44,17.44,1609271150204118454,yes,11845,no,2016-11-09,11845,yes,CV?, SDSS mag 22    ,CSS,2
68,CSS160926:163900+201043,249.74845,20.17859,20160926.11,16.1,1609261210844107359,yes,10735,no,2016-10-12,10735,yes,HPM, LHS_3232      ,CSS,4
69,CSS160926:213630-251348,324.12441,-25.23007,20160926.24,17.27,1609260231074102814,no,10281,no,2016-10-22,10281,yes,CV/SN," mag >21,5     ",CSS,2
70,CSS160926:001412-131113,3.55064,-13.186879999999999,20160926.26,15.85,1609260120024111290,no,11129,no,2016-11-04,11129,yes,HPM, G_158-45      ,CSS,4
71,CSS160926:214928-090031,327.36497,-9.00869,20160926.19,19.29,1609260091164137445,yes,13744,no,2016-11-01,13744,yes,HPM," SDSS mag 19,5    ",CSS,4
72,CSS160925:233331+402158,353.38018,40.36607,20160925.27,16.65,1609251400984119582,no,11958,no,2016-11-08,11958,yes,CV," mag 19,8     ",CSS,2
73,CSS160925:230059+334726,345.2452,33.790440000000004,20160925.19,18.69,1609251321064256693,yes,25669,no,2016-11-07,25669,yes,SN," SDSS mag 21,5    ",CSS,5
74,CSS160925:180040+314547,270.16553,31.763070000000003,20160925.11,18.56,1609251320834119889,no,11988,no,2016-11-04,11988,yes,Unknown," mag >21,5     ",CSS,6
75,CSS160925:022608+281644,36.53475,28.27895,20160925.4,19.65,1609251290124101098,no,10109,no,2016-11-06,10109,yes,Unknown, mag >21     ,CSS,6
76,CSS160925:230726+242831,346.85905,24.47534,20160925.19,18.46,1609251231144129676,yes,12967,no,2016-11-05,12967,yes,Flare," SDSS mag 20,0    ",CSS,3
77,CSS160922:223409+122444,338.53582,12.41232,20160922.17,17.5,1609221121194118187,yes,11818,no,2016-10-29,11818,yes,SN?," SDSS mag 21,5    ",CSS,5
78,CSS160922:000554+082548,1.47332,8.4301,20160922.32,17.71,1609221070014133607,no,13360,no,2016-11-06,13360,yes,SN," SDSS mag 21,1    ",CSS,5
79,CSS160922:230922+033221,347.34019,3.5392699999999997,20160922.19,17.82,1609221041244110267,yes,11026,no,2016-11-01,11026,yes,SN," (Master) SDSS mag 20,4   ",CSS,5
80,CSS160922:015916+012955,29.81748,1.4986899999999999,20160922.45,13.66,1609221010114117243,yes,11724,no,2016-11-07,11724,yes,Flare," SDSS mag 15,5    ",CSS,3
81,CSS160922:010433-015902,16.1394,-1.9837900000000002,20160922.39,18.09,1609220010064109727,yes,10972,no,2016-11-06,10972,yes,SN," (spec) SDSS mag 22,3   ",CSS,5
82,CSS160912:021309-190154,33.28765,-19.031660000000002,20160912.43,14.07,1609120180124108987,yes,10898,no,2016-10-11,10898,yes,HPM, LHS 1359     ,CSS,4
83,CSS160910:174648+695318,266.7011,69.88847,20160910.14,14.88,1609101690374137222,no,13722,no,2016-10-10,13722,yes,HPM, (2MASS_J174648)      ,CSS,4
84,CSS160910:174133+680440,265.38723,68.07786,20160910.14,16.84,1609101690374105884,yes,10588,no,2016-10-10,10588,yes,CV," SDSS mag 20,1    ",CSS,2
85,CSS160910:164807+543702,252.02731,54.61719,20160910.12,18.52,1609101550544114729,no,11472,no,2016-10-22,11472,yes,SN, (AT2016dlk) mag 21    ,CSS,5
86,CSS160910:010540+282930,16.41691,28.49179,20160910.37,13.03,1609101290064105006,yes,10500,no,2016-10-27,10500,yes,HPM, LHS_135      ,CSS,4
87,CSS160910:233807-094921,354.53067000000004,-9.822510000000001,20160910.31,12.96,1609100091264119252,yes,11925,no,2016-11-07,11925,yes,LPV, CSS_J23380      ,CSS,8
88,CSS160910:231321-110622,348.3358,-11.10604,20160910.27,14.39,1609100091234102908,no,10290,no,2016-11-04,10290,yes,HPM, LHS_3911      ,CSS,4
89,CSS160909:233043-020415,352.67992999999996,-2.07091,20160909.31,17.18,1609090011264109605,yes,10960,no,2016-11-07,10960,yes,Unknown," SDSS mag >21,5    ",CSS,6
90,CSS160906:233132+272004,352.88433,27.334359999999997,20160906.28,19.46,1609061261144134968,yes,13496,no,2016-11-07,13496,yes,Flare," SDSS mag 22,5    ",CSS,3
91,CSS160906:160346+193540,240.94201,19.59443,20160906.15,17.81,1609061180834144443,yes,14444,no,2016-09-06,14444,yes,CV," SDSS mag 16,5    ",CSS,2
92,CSS160906:040137+184321,60.40407,18.72263,20160906.48,14.78,1609061180214126235,yes,12623,no,2016-10-29,12623,yes,HPM, G7-17      ,CSS,4
93,CSS160904:173858+351920,264.74121,35.32228,20160904.25,17.95,1609041350784131213,no,13121,no,2016-11-08,13121,yes,SN," (AT2016ezz) mag >21,5    ",CSS,5
94,CSS160904:230721+025428,346.83947,2.90788,20160904.23,17.51,1609041041244101667,yes,10166,no,2016-11-01,10166,yes,SN," (spec) SDSS mag 20,6   ",CSS,5
95,CSS160904:224104+050529,340.26559,5.09127,20160904.21,17.85,1609041041214134611,yes,13461,no,2016-11-01,13461,yes,CV," (spec) SDSS mag 21,2   ",CSS,2
96,CSS160904:032204+025622,50.518609999999995,2.93948,20160904.45,13.38,1609041040184101998,yes,10199,no,2016-11-09,10199,yes,HPM, LHS_1540      ,CSS,4
97,CSS160904:225940+020859,344.91466,2.14972,20160904.23,18.82,1609041011234131242,yes,13124,no,2016-10-18,13124,yes,SN," (2016eky) SDSS mag 20,4   ",CSS,5
98,CSS160904:020208-094229,30.531470000000002,-9.707939999999999,20160904.47,18.85,1609040090114121233,yes,12123,no,2016-11-06,12123,yes,AGN," SDSS mag 20,4    ",CSS,0
99,CSS160903:015653+320940,29.22245,32.16115,20160903.43,18.23,1609031320094120160,yes,12016,no,2016-11-06,12016,yes,SDSS," mag 20,2     ",CSS,8
100,CSS160903:205742-193441,314.42478,-19.57809,20160903.19,14.14,1609030181084104467,no,10446,no,2016-10-20,10446,yes,HPM, LHS_3606      ,CSS,4
101,CSS160903:224530-072007,341.37507,-7.33528,20160903.27,17.14,1609030071214116517,yes,11651,no,2016-11-01,11651,yes,SN," (2016flv) SDSS mag 18,5   ",CSS,5
102,CSS160903:231156-052826,347.98532,-5.47395,20160903.32,19.75,1609030041244102873,yes,10287,no,2016-10-18,10287,yes,AGN," SDSS mag 21,1    ",CSS,0
103,CSS160903:005811-010751,14.546220000000002,-1.13078,20160903.37,16.0,1609030010064123344,yes,12334,no,2016-11-06,12334,yes,CV," SDSS mag 21,8    ",CSS,2
104,CSS160902:233821-155238,354.58932000000004,-15.8773,20160902.38,18.87,1609020151234113826,no,11382,no,2016-11-07,11382,yes,Unknown," mag 21,5     ",CSS,6
105,CSS160902:020427-015306,31.11175,-1.8850900000000002,20160902.44,12.61,1609020010124113110,yes,11311,no,2016-11-07,11311,yes,HPM, G_159-34      ,CSS,4
106,CSS160902:015805-005222,29.5198,-0.8727,20160902.44,16.08,1609020010114127735,yes,12773,no,2016-11-02,12773,yes,SN," (2016ezh) SDSS mag 18,1   ",CSS,5
107,CSS160831:164821+061614,252.0886,6.270630000000001,20160831.18,17.24,1608311070894114808,no,11480,no,2016-08-31,11480,yes,SN," mag 18,3     ",CSS,5
108,CSS160831:022810+031045,37.041270000000004,3.1790599999999998,20160831.45,15.39,1608311040144105039,yes,10503,no,2016-11-07,10503,yes,HPM, LHS_1407      ,CSS,4
109,CSS160831:215038-215719,327.65713,-21.95525,20160831.27,16.65,1608310211114109727,no,10972,no,2016-10-22,10972,yes,CV, (SSS110702) mag 21    ,CSS,2
110,CSS160831:212134-190354,320.39207999999996,-19.064870000000003,20160831.28,14.74,1608310181104112828,yes,11282,no,2016-10-20,11282,yes,HPM, LHS_507      ,CSS,4
111,CSS160830:010722+235743,16.84157,23.962,20160830.4,20.59,1608301230064121283,yes,12128,no,2016-11-06,12128,yes,Unknown, SDSS mag >22    ,CSS,6
112,CSS160830:004405+240401,11.02267,24.06695,20160830.35,18.99,1608301230044123883,yes,12388,no,2016-11-05,12388,yes,SN," SDSS mag >21,5    ",CSS,5
113,CSS160830:020437+213510,31.15604,21.58618,20160830.45,17.91,1608301210114126752,yes,12675,no,2016-11-07,12675,yes,SN, (2016daj) MCG+3-6-31     ,CSS,5
114,CSS160830:004250+210119,10.70992,21.02201,20160830.35,19.75,1608301210044119739,yes,11973,no,2016-11-05,11973,yes,SN?," SDSS mag >21,5    ",CSS,5
115,CSS160829:010136+170605,15.39821,17.10129,20160829.4,16.38,1608291180064102809,yes,10280,no,2016-11-06,10280,yes,SN," (2016fbo) SDSS mag 18,6   ",CSS,5
116,CSS160829:003854+185226,9.72674,18.87385,20160829.41,18.83,1608291180044127607,yes,12760,no,2016-11-05,12760,yes,Unknown, SDSS mag >22    ,CSS,6
117,CSS160829:005512+101736,13.801979999999999,10.29336,20160829.38,19.81,1608291090054122820,yes,12282,no,2016-11-06,12282,yes,Unknown, SDSS mag >22    ,CSS,6
118,CSS160829:004422+090735,11.08987,9.12628,20160829.39,12.65,1608291090044108797,no,10879,no,2016-11-06,10879,yes,HPM, LHS_1137      ,CSS,4
119,CSS160714:173734+453642,264.39013,45.6118,20160714.31,18.76,1607141460674111313,no,11131,no,2016-11-04,11131,yes,SN," mag 21,5     ",CSS,5
120,CSS160714:174506+440426,266.2738,44.07399,20160714.31,18.64,1607141430714142489,yes,14248,no,2016-11-04,14248,yes,SN," SDSS mag 20,2    ",CSS,5
121,CSS160714:001857+032007,4.73896,3.3353,20160714.46,18.56,1607141040024107869,no,10786,no,2016-11-06,10786,yes,SN," SDSS mag 21,2    ",CSS,5
122,CSS160712:151647+283743,229.19706000000002,28.628690000000002,20160712.25,18.03,1607121290724106294,yes,10629,no,2016-07-12,10629,yes,SN, (MASTER) mag 21    ,CSS,5
123,CSS160712:210637-262222,316.65421000000003,-26.372770000000003,20160712.35,18.86,1607120261034138147,no,13814,no,2016-09-03,13814,yes,SN, mag 21     ,CSS,5
124,CSS160710:161701+620024,244.25382000000002,62.00675,20160710.17,14.63,1607101600454143507,yes,14350,no,2016-10-09,14350,yes,CV," (Gaia14aaf) SDSS mag 16,2   ",CSS,2
125,CSS160710:231001+391630,347.50574,39.275040000000004,20160710.39,13.57,1607101381004167841,no,16784,no,2016-11-08,16784,yes,HPM, LHS_3903      ,CSS,4
126,CSS160710:160420+392813,241.08144,39.47018,20160710.21,17.49,1607101380694141644,yes,14164,no,2016-07-14,14164,yes,SN, (MLS160616) SDSS mag >22   ,CSS,5
127,CSS160710:003957+370200,9.9862,37.03322,20160710.44,14.67,1607101380034107543,yes,10754,no,2016-11-05,10754,yes,HPM, LHS_1120      ,CSS,4
128,CSS160710:165708+355938,254.28421,35.994,20160710.31,19.68,1607101350754138969,yes,13896,no,2016-10-18,13896,yes,AGN," SDSS mag 20,1    ",CSS,0
129,CSS160709:000132+211336,0.38474,21.2268,20160709.45,17.21,1607091210014124380,yes,12438,no,2016-11-05,12438,yes,Blazar, CRATES_J0001+2113      ,CSS,1
130,CSS160708:154047+683151,235.19773999999998,68.53093,20160708.24,16.03,1607081690324112179,no,11217,no,2016-07-08,11217,yes,CV, (MASTER) mag 21    ,CSS,2
131,CSS160708:141126+524925,212.85706000000002,52.82354,20160708.22,18.04,1607081520484130475,yes,13047,no,2016-07-08,13047,yes,Blazar," SDSS mag 21,3    ",CSS,1
132,CSS160708:134337+400536,205.90492,40.09321,20160708.27,19.67,1607081400574107460,yes,10746,no,2016-07-14,10746,yes,SN," SDSS mag 21,5    ",CSS,5
133,CSS160708:003557+102829,8.986410000000001,10.47481,20160708.45,13.58,1607081090044127680,no,12768,no,2016-11-06,12768,yes,HPM, LHS_117      ,CSS,4
134,CSS160708:151431+064115,228.62954,6.68738,20160708.2,18.2,1607081070814120009,yes,12000,no,2016-07-08,12000,yes,SN," (2016csr) SDSS mag 16,7   ",CSS,5
135,CSS160708:003724+062943,9.34863,6.49538,20160708.45,19.15,1607081070044111695,yes,11169,no,2016-11-06,11169,yes,SN," SDSS mag 21,5    ",CSS,5
136,CSS160708:151956+052419,229.98302,5.40528,20160708.2,17.37,1607081040824147654,yes,14765,no,2016-07-08,14765,yes,SN," SDSS mag 22,5    ",CSS,5
137,CSS160708:215158-122151,327.99142,-12.364189999999999,20160708.41,18.79,1607080121154133309,no,13330,no,2016-11-01,13330,yes,Unknown, mag >22     ,CSS,6
138,CSS160707:175105+384200,267.7703,38.70012,20160707.37,14.15,1607071380774156515,yes,15651,no,2016-11-08,15651,yes,HPM, LHS_3334      ,CSS,4
139,CSS160707:142843+331027,217.17812,33.1743,20160707.26,16.56,1607071320674128623,yes,12862,no,2016-07-12,12862,yes,HPM, LP_271-25      ,CSS,4
140,CSS160707:140321+300755,210.83841,30.13205,20160707.27,17.09,1607071290674126131,yes,12613,no,2016-07-12,12613,yes,HPM, 2MASS_J140322      ,CSS,4
141,CSS160707:142328+210105,215.86543999999998,21.01814,20160707.24,12.89,1607071210734117400,yes,11740,no,2016-07-13,11740,yes,HPM, LHS_2908      ,CSS,4
142,CSS160706:142051+365721,215.21266,36.95582,20160706.3,14.41,1607061380624103568,yes,10356,no,2016-07-11,10356,yes,HPM, LHS_370      ,CSS,4
143,CSS160706:211859+112017,319.74611,11.33806,20160706.35,18.18,1607061121124101906,yes,10190,no,2016-11-06,10190,yes,HPM, SDSS_J211858      ,CSS,4
144,CSS160706:233653+010951,354.22122,1.1640700000000002,20160706.44,12.6,1607061011264118208,yes,11820,no,2016-11-08,11820,yes,HPM, Wolf_1040      ,CSS,4
145,CSS160706:212134-190354,320.39211,-19.0649,20160706.37,14.74,1607060181104115239,yes,11523,no,2016-10-20,11523,yes,HPM, LHS_507      ,CSS,4
146,CSS160706:220901-125247,332.25531,-12.879669999999999,20160706.39,19.89,1607060121174118737,no,11873,no,2016-11-01,11873,yes,AGN?," mag >21,5     ",CSS,0
147,CSS160706:224627-063935,341.61311,-6.65965,20160706.39,14.16,1607060071214122888,yes,12288,no,2016-11-01,12288,yes,HPM, LHS_3850      ,CSS,4
148,CSS160705:164654+090726,251.72297999999998,9.12398,20160705.3,18.94,1607051090894117774,yes,11777,no,2016-08-30,11777,yes,CV," mag 20,5     ",CSS,2
149,CSS160704:222223+205844,335.5941,20.978920000000002,20160704.38,17.22,1607041211134127847,yes,12784,no,2016-11-05,12784,yes,Flare," SDSS mag 19,1    ",CSS,3
150,CSS160704:221052+201323,332.71511,20.22315,20160704.38,18.98,1607041211124111582,yes,11158,no,2016-11-05,11158,yes,AGN," SDSS mag 20,7    ",CSS,0
151,CSS160704:150122+125617,225.34302000000002,12.93807,20160704.19,18.9,1607041120794128732,yes,12873,no,2016-07-09,12873,yes,SN," SDSS mag 21,0    ",CSS,5
152,CSS160704:223451+084838,338.71418,8.81058,20160704.44,19.67,1607041091204106148,yes,10614,no,2016-11-05,10614,yes,AGN," SDSS mag 21,0    ",CSS,0
153,CSS160704:143005+102205,217.5211,10.36795,20160704.19,19.5,1607041090774131535,yes,13153,no,2016-07-09,13153,yes,SN," SDSS mag 22,5    ",CSS,5
154,CSS160704:141813+094726,214.5552,9.790560000000001,20160704.19,19.43,1607041090764122295,yes,12229,no,2016-07-09,12229,yes,SN," SDSS mag 20,8    ",CSS,5
155,CSS160704:223725+073732,339.35282,7.625560000000001,20160704.44,17.49,1607041071204134191,yes,13419,no,2016-11-01,13419,yes,Flare," SDSS mag 21,1    ",CSS,3
156,CSS160703:175933+333458,269.88584,33.58282,20160703.33,18.97,1607031320834188377,no,18837,no,2016-11-04,18837,yes,CV," mag >21,5     ",CSS,2
157,CSS160617:132741+220800,201.92153000000002,22.133329999999997,20160617.26,18.27,1606171210684127504,yes,12750,no,2016-07-15,12750,yes,CV," SDSS mag 21,3    ",CSS,2
158,CSS160617:215904+181111,329.76718999999997,18.18629,20160617.34,13.83,1606171181134127852,yes,12785,no,2016-11-05,12785,yes,SN, (AT2016coi) mag 14    ,CSS,5
159,CSS160616:121543+624418,183.92983999999998,62.73839,20160616.25,13.48,1606161630314107465,yes,10746,no,2016-06-16,10746,yes,HPM, LHS_2536      ,CSS,4
160,CSS160616:123247+610645,188.19697,61.11249,20160616.25,14.04,1606161600354121247,yes,12124,no,2016-06-16,12124,yes,HPM, LHS_2574      ,CSS,4
